整租| 杭州江干区下沙龙湖天街滟澜星座1室1厅1厨一卫,https://www.douban.com/group/topic/123525141/
城西银泰对面，超便宜独立厨卫单间，非合租，包网物业，随时可入住，性价比高,https://www.douban.com/group/topic/123022154/
金沙湖地铁站附近，柠檬郡找室友无中介费，精装修,https://www.douban.com/group/topic/123594592/
火车东站旁东方星城有房出租无中介费可整租可风租图片实拍,https://www.douban.com/group/topic/123677381/
汽车北站融信学院府转租1300,https://www.douban.com/group/topic/123980682/
二号线飞虹路-钱江世纪城-联合中心-丽晶国际——万和国际 单人间1260起,https://www.douban.com/group/topic/121963740/
黄龙打车起步价 城西银泰附近 标准一室一厅单身公寓出租 拎包入住,https://www.douban.com/group/topic/123078909/
黄龙打车起步价 地铁二号线 城西银泰旁 西城纪精装两室两厅出租,https://www.douban.com/group/topic/123107103/
整租| 杭州江干区下沙龙湖天街滟澜星座1室1厅1厨一卫,https://www.douban.com/group/topic/123526442/
城西银泰附近单间出租无中介费服务费图片实拍,https://www.douban.com/group/topic/123670049/
龙都大厦，独立卫生间，比邻天目山医院，蚂蚁金服，中小企业大厦。,https://www.douban.com/group/topic/124012970/
城西银泰城-天阳尚景国际1期-三房两卫一厅一厨-找小次卧室友,https://www.douban.com/group/topic/123360219/
西湖区 次卧找合租,https://www.douban.com/group/topic/123912563/
东港嘉苑一区单间转租，东站附近。,https://www.douban.com/group/topic/123863864/
城西银泰对面 拱苑小区 三室一厅一卫 4500  价格美丽 先到先得,https://www.douban.com/group/topic/123682035/
【转租】滨安小区-两室一厅整租-西兴地铁口,https://www.douban.com/group/topic/123961699/
城西银泰 德信西宸 朝南大房间带阳台 1665 精装修 只此一间 先到先得,https://www.douban.com/group/topic/123747815/
好房推荐 无中介费 790元,https://www.douban.com/group/topic/121558981/
《房东》城西银泰边上，地铁二号线附近《保利香槟国际》一室一厅一厨一卫,https://www.douban.com/group/topic/122613842/
1600房东直租滨江玲珑府朝南单间无中介费靠近1号线西兴滨康站华为网易阿里海康,https://www.douban.com/group/topic/123667807/
钱江世纪城2号线地铁口 丽晶国际 超大景观阳台,https://www.douban.com/group/topic/111366196/
1600房东直租滨江玲珑府朝南单间一号线直达靠近网易阿里海康华为,https://www.douban.com/group/topic/123666769/
《房东》城西银泰边上，地铁二号线附近《保利香槟国际》一室一厅一厨一卫,https://www.douban.com/group/topic/122613842/
1600房东直租滨江玲珑府朝南单间无中介费靠近1号线西兴滨康站华为网易阿里海康,https://www.douban.com/group/topic/123667807/
钱江世纪城2号线地铁口 丽晶国际 超大景观阳台,https://www.douban.com/group/topic/111366196/
1600房东直租滨江玲珑府朝南单间一号线直达靠近网易阿里海康华为,https://www.douban.com/group/topic/123666769/
近黄龙，支付宝，二号线古翠路站，嘉绿苑新出朝南一室出租，独立厨卫带阳台，照片实拍,https://www.douban.com/group/topic/123436054/
地铁2号线。三坝地铁口城西银泰旁。东方福邸一室一厅，实图实价，同类型我有八套,https://www.douban.com/group/topic/121300840/
 天目山路古翠路口龙都大厦单间出租 朝南独卫 可以做饭有阳台,https://www.douban.com/group/topic/124012769/
凤起路地铁口，3800元两室，可整租或合租,https://www.douban.com/group/topic/123193961/
不想付中介费，服务费的看过来。房东约谈，价格美丽。〈杭州拱墅余杭〉,https://www.douban.com/group/topic/123980819/
逸家花苑，乔司地铁站旁，精装修，拎包入住，个人,https://www.douban.com/group/topic/124012721/
个人出租 拱墅区大关小区 合租,https://www.douban.com/group/topic/123690225/
黄龙 支付宝附近 欧式装修朝南一室带阳台 独立厨卫 拎包入住 随时看房,https://www.douban.com/group/topic/123657222/
【个人转租无甲醛现可入住】2号线地铁口耀江文鼎苑朝南次卧招合租小伙伴/不限性别,https://www.douban.com/group/topic/123953986/
西湖转塘定北家园 金街美地 美院押一付一无中介可短租,https://www.douban.com/group/topic/123805285/
2、4号线地铁口(钱江三苑)精装朝南主卧次卧出租,https://www.douban.com/group/topic/124004231/
浙商财富中心附近，西城广场旁，电信大楼LOFT三房两卫出租，合租首选，也可办公,https://www.douban.com/group/topic/123659482/
七堡地铁口，火车东站有房出租,https://www.douban.com/group/topic/120768435/
2号线飞虹路地铁口，美哉美城，精装修，民用水电，月付。出门菜市场，美食城，健身游泳馆。微电同号15068744575,https://www.douban.com/group/topic/123991606/
今日优房：汽车北站旁『雍容华庭』小区  合租单间 价格1200起 先到先得,https://www.douban.com/group/topic/123810828/
火车东站 彭埠地铁站 西子国际 两室LOFT整租,https://www.douban.com/group/topic/123657732/
地铁古翠路 嘉绿南苑 主卧出租,https://www.douban.com/group/topic/123012612/
房东直租学院北路雍荣华庭朝北一室一厅1500，可烧饭，水电外全包,https://www.douban.com/group/topic/124005167/
德胜东村 浙江工业大学旁边德胜路与绍兴路交叉口，精装主卧带阳台1500,https://www.douban.com/group/topic/121196635/
房东直租北站附近三坝地铁口雍荣华庭各种单间1100-2500，除水电全包,https://www.douban.com/group/topic/123999514/
【彭埠地铁站，明月嘉苑3区】2室1厅次卧出租找室友,https://www.douban.com/group/topic/123972032/
二号线三坝站附近 城西银泰旁，独立厨卫一居室，照片实拍，随时看房,https://www.douban.com/group/topic/123723168/
荣邦嘉华公寓 三墩地铁口  主卧朝南 独卫 交通便利配套齐全1700,https://www.douban.com/group/topic/121108015/
1230起！地铁2号线沿线，近钱江世纪城单间出租 可2居3居整租 应届毕业生可免押金月付,https://www.douban.com/group/topic/121464871/
汽车北站旁 融信学院府精装朝南主卧带阳台1800次卧1500,https://www.douban.com/group/topic/122486784/
近黄龙，支付宝，二号线古翠路站，嘉绿苑新出朝南一室出租，独立厨卫带阳台，照片实拍,https://www.douban.com/group/topic/123943705/
房东直租杭行路万达广场对面《富越盈座》整租53方一室一厅,https://www.douban.com/group/topic/123214925/
(单间出租)萧山 首月立减800华瑞晴庐 建设一路地铁 东方一品月付无中介,https://www.douban.com/group/topic/123855769/
（非中介）下沙  高层景观  高档白领公寓 押一付一 拎包住,https://www.douban.com/group/topic/122339008/
（个人转租） 单间小lofer 下沙元成小时代,https://www.douban.com/group/topic/123869152/
(单间出租)萧山 首月减免800 钱江世纪城 美哉美城利二花苑2号线 押一付一,https://www.douban.com/group/topic/123856392/
三坝地铁口旁两室厨一卫朝南带阳台，有图有真相！,https://www.douban.com/group/topic/123957818/
可短租短租人工智能小镇未来科技城文一.青枫墅园次卧800主卧带独卫1390,https://www.douban.com/group/topic/123542850/
房东直租学院北路中粮大悦城《三宝郡庭》整租65方两室一厅,https://www.douban.com/group/topic/123215379/
(单间出租)首月立减800开发区明江苑华瑞晴庐建设一路地铁月付无中介,https://www.douban.com/group/topic/123858033/
房东租梦想小镇乐佳国际杭师大乐富海邦园《仓溢东苑1600一室独卫3000两室一厅,https://www.douban.com/group/topic/122165495/
首月房租860 杭州萧山美哉美城单间出租 精装修 地铁2号线附近 奥体中心,https://www.douban.com/group/topic/123872181/
整租 | 杭州江干下沙龙湖天街对面，地铁1号线，金沙湖站上，盖豪华公寓，龙湖滟澜星座欢迎您。,https://www.douban.com/group/topic/123509108/
房东直租 地铁二号线 城西银泰 单间单身公寓 一室两室三室都有 性价比超高,https://www.douban.com/group/topic/122881250/
海康吉利公司旁，利一家园小区朝南大房间，拎包入住！,https://www.douban.com/group/topic/121999991/
北软万达 有主卧单间出租 带独立卫生间 无中介费,https://www.douban.com/group/topic/114042371/
,https://www.douban.com/group/145219/?ref=sidebar
首月房租860 杭州萧山美哉美城单间出租 精装修 地铁2号线附近 奥体中心,https://www.douban.com/group/topic/123872181/
整租 | 杭州江干下沙龙湖天街对面，地铁1号线，金沙湖站上，盖豪华公寓，龙湖滟澜星座欢迎您。,https://www.douban.com/group/topic/123509108/
房东直租 地铁二号线 城西银泰 单间单身公寓 一室两室三室都有 性价比超高,https://www.douban.com/group/topic/122881250/
海康吉利公司旁，利一家园小区朝南大房间，拎包入住！,https://www.douban.com/group/topic/121999991/
北软万达 有主卧单间出租 带独立卫生间 无中介费,https://www.douban.com/group/topic/114042371/
个人房东  单间出租  价格1300  三里家园一区,https://www.douban.com/group/topic/121219838/
首月只需1330 滨江湘云雅苑单间出租 精装修 自带阳台 空间大 交通便利,https://www.douban.com/group/topic/123872797/
房东直租，九堡四季青附近《胜稼红星嘉园》单身公寓1100元低价出租，有图,https://www.douban.com/group/topic/120596301/
首月租金930 萧山家乐公寓 一房出租 精装修 临近地铁2号线 恒隆广场 交通便利 ,https://www.douban.com/group/topic/123873593/
西溪湿地旁 白领公寓 押一付一 智能门禁 购物中心 交通便利,https://www.douban.com/group/topic/123383685/
整租| 龙湖天街滟澜星座1室1厅1厨一卫,https://www.douban.com/group/topic/123509433/
打铁关地铁口 和平广场旁 1000/月  精装修单身小公寓 独门独户独卫  月付,https://www.douban.com/group/topic/122973561/
1号线七堡地铁口附近有房出租,https://www.douban.com/group/topic/116048001/
古墩路 二号线三坝站附近 城西银泰旁，朝南一室独卫，照片实拍，随时看房,https://www.douban.com/group/topic/123979247/
地铁一号线滨和路地铁口，迎春小区次卧出租1800一月，拎包入住！,https://www.douban.com/group/topic/123474809/
滨江找合租或整租房 1号线西侧,https://www.douban.com/group/topic/121043085/
钱江世纪城有房出租，价格700-1600,https://www.douban.com/group/topic/123852787/
近1号线南苑地铁口 良熟新苑 华元欢乐城 赞成首府 余之城 万泰城章 房东直租 月付精装修,https://www.douban.com/group/topic/124012382/
2号线沈塘桥站米市巷招室友了只要1500,https://www.douban.com/group/topic/123411507/
迎春小区四室一厅一卫房屋出租，地铁一号线滨和路地铁口，拎包入住！,https://www.douban.com/group/topic/123548177/
江干——机场路万科草庄，押一付一1800元/月（招女生）,https://www.douban.com/group/topic/123873129/
"  整租 东园小区 建国北路地铁口 凤起路 红会医院
  整租 东园小区 建国北路地铁口 凤起路 红会医院
",https://www.douban.com/group/topic/123688923/
房东直租九堡四季青附近《红星嘉园》1200元单间有图有真像,https://www.douban.com/group/topic/123457456/
五常/留下 单身公寓/商场旁/交通便利/押一付一,https://www.douban.com/group/topic/123768178/
利一家园3室1厅2卫精装出租 民用水电 无中介费 拎包入住 可月付,https://www.douban.com/group/topic/123586117/
,https://www.douban.com/group/145219/?ref=sidebar
江干——机场路万科草庄，押一付一1800元/月（招女生）,https://www.douban.com/group/topic/123873129/
"  整租 东园小区 建国北路地铁口 凤起路 红会医院
  整租 东园小区 建国北路地铁口 凤起路 红会医院
",https://www.douban.com/group/topic/123688923/
房东直租九堡四季青附近《红星嘉园》1200元单间有图有真像,https://www.douban.com/group/topic/123457456/
五常/留下 单身公寓/商场旁/交通便利/押一付一,https://www.douban.com/group/topic/123768178/
利一家园3室1厅2卫精装出租 民用水电 无中介费 拎包入住 可月付,https://www.douban.com/group/topic/123586117/
浅水湾城市花园 沈塘桥地铁口 新华医院 东部软件园,https://www.douban.com/group/topic/123888374/
生活不止如此，有家的地方就有温暖，地铁站旁的小窝等你来布置,https://www.douban.com/group/topic/122151337/
